x1,x2,classe_reelle
-0.5647995676290463,2.530029276731846,1
0.3530414394014547,4.488892918799697,1
-0.5945433031509371,3.399228897845554,1
1.3838442530285207,1.8785926814565863,1
-0.6326949844497909,2.8611147148313294,1
-0.13838246835601714,3.850081030202916,1
0.3570788178835448,1.7800303522862975,1
4.038098842465689,-1.1465233324133903,2
4.683280134400054,-1.1765525218621518,2
3.0588770093631,-0.4753210335172812,2
4.248487509986396,-0.5311403816382779,2
2.167242280222913,-0.4771793360430494,2
2.720838156076761,-0.658834333047042,2
2.389825729910799,-0.5322067114741619,2
2.9143909313387333,-1.569580790156313,2
4.20674711601004,-0.6550132869939493,2
3.0781197188160374,0.07070730941263847,2
3.225445441665719,-0.7807353956174392,2
3.828576430526811,-1.1717995604771683,2
4.00046584938994,-1.1200714082988348,2
3.250107426116222,0.017585583882004596,2
2.715501855364432,-2.247668198557694,2
4.9692964457601105,0.7295967715642018,2
3.255521124368068,-1.9621028243721113,2
3.336088620233448,-0.9717337699044015,2
3.4385647351310817,-1.468032825153109,2
4.092626971105005,-0.48529557482834834,2
2.3297552231535894,-0.38048196098306736,2
5.344782234654008,-0.6968238005377642,2
3.31327361224177,-0.8852019286445129,2
4.122968251923277,-1.8384029633043308,2
3.739732097530707,-1.034278369677686,2
5.1706512610126385,-0.9045036402829748,2
5.0177044694515915,-1.4622444186692043,2
4.099170291782373,-0.6083598417252627,2
2.861309839314935,-0.6935623312178358,2
4.63064101130686,-0.9942750225719604,2
2.1618317482057012,-0.8105376958864676,2
2.8329403694263644,-1.0054045631983295,2
3.530650395767647,-1.8233913296093103,2
2.2266904115774238,-0.5107598986846849,2
3.1556891082557716,-2.33884660509234,2
4.267117431116915,-0.6365781468354561,2
2.993206399568989,-1.590098126634945,2
4.310436711867187,-0.5903896264637423,2
5.625211940281462,-0.5478868407650377,2
3.9295476700727128,-0.9001567580651391,2
4.294259487120672,-0.42494887925110786,2
4.663966257280416,-1.112793751182371,2
3.229903647997632,-1.087461902547188,2
4.272181463002141,0.09902466417803912,2
3.2099855808230946,-1.0548642366758547,2
3.8669656402893295,-0.9474569000077409,2
4.409245605168906,-2.1510663743714282,2
2.8973007101206396,-1.2694498003768675,2
1.627697389471777,-1.3781830666212824,2
2.822117301530963,-0.9206627927112983,2
4.546021007911224,-0.9470363907144215,2
2.7238083377695195,-0.8341727247281174,2
4.491797578225147,-1.3855752896689428,2
2.8260113486667686,-0.464870624435466,2
3.4116943016288195,-0.41150918557431543,2
3.588400226973998,-0.3790018111462598,2
2.7201836030654554,-0.8072507904729606,2
3.4209134877913168,-1.5295345544624785,2
2.2710437443116147,-0.388550578835203,2
3.301690475114719,-1.4133681689883977,2
3.5182479036151677,-0.12318868559041851,2
1.6613728314338656,-1.697983213941996,2
2.8155465243890228,0.07670732003219727,2
3.840198935481402,-0.33960965572326396,2
2.630863218742704,-1.471721525162316,2
3.980641659214304,-0.7650354014387322,2
4.066427996034507,-0.9126025945570713,2
3.836422167486433,-0.7051285490569346,2
4.261102280722187,-0.3157950308333177,2
2.223108804766996,-2.1483611332045136,2
4.451483588003781,-0.08736494404283812,2
2.7324704334136634,-1.9159012439273773,2
3.684179597856121,-0.24149706418968242,2
5.127955344069168,-0.4902214567391295,2
3.2840408079021595,-1.3358783729509176,2
3.6097335979200564,-0.9795588223311539,2
2.7371922801305066,0.42925339051797184,2
5.117393141761312,-0.11837078986674299,2
2.8172771618622416,-0.28698840542163284,2
4.143682448073217,-0.5344726254775682,2
4.66221547698721,-0.4187773142832336,2
4.229012100858685,-0.417856229976674,2
3.88967269680179,-1.87016667782851,2
3.671077915798974,-1.1337151753094752,2
2.512135186005983,0.20908997158049436,2
5.069646039752848,0.015532360177367144,2
3.8169314043274936,0.01037507257159398,2
3.610245203511552,-0.6783216338613325,2
2.6705493351073146,-0.561805217300696,2
3.6513280391607545,-1.5815912701006787,2
3.556482454955893,-0.8478377383140852,2
5.127926991647945,-0.2634720028919544,2
3.6097286232277463,-0.6507276141193503,2
3.6375805213885686,-0.9217483908773287,2
2.6799368822199563,-0.8906311265641575,2
2.965816481845364,-1.5501893233538877,2
4.0345385423654045,-0.5652412040400591,2
2.0812986153371336,-0.8736107824970764,2
4.446346178014935,-0.16446575666220753,2
4.471961316452453,-0.7766520758591242,2
2.8817114712262217,-1.4502192964148364,2
3.892914169037804,-0.5724319793809023,2
4.694231444864306,-0.14001220979474993,2
3.487605641948504,-1.5465235273165217,2
3.328759392540737,-0.6696612831136852,2
3.4282292414190065,-1.1467364648465934,2
3.8149520927244143,-1.1023746448463663,2
3.0661438288334324,-0.6131282994179363,2
3.258306306890176,-0.6535373666129888,2
3.8322234194243046,-1.4836574006549448,2
3.1909450447144,0.06266616394987734,2
2.612232414175856,-2.0699926693823185,2
2.0174316197438653,-0.7825340320539985,2
3.626279686327794,-0.8705665132550726,2
4.632061354589227,-2.4037006598617627,2
3.9365437932662,0.13686292108214393,2
2.641386349842043,-1.0278839070739372,2
2.9600418703556723,-1.3366076276465173,2
3.3226772957304163,0.05649117021070271,2
5.161778674164392,-1.0015635350240886,2
5.219301181954799,-0.7786541138092251,2
5.090637372695919,-0.8559791897920951,2
3.7113991521392227,-0.5807153164142993,2
6.302025627462405,-0.2892286550931267,2
2.998825149541256,-0.21860127783448535,2
3.2924423434783097,-1.0938501097407256,2
4.372311155908294,-0.7813486473373084,2
3.836789527335035,-0.7916088668808245,2
3.8860956576146197,-0.5450204615383105,2
1.953578107200397,-0.4000563988342799,2
2.7652834931442447,-1.6653794813356466,2
3.55035044272012,-0.7496113980113275,2
3.0105197601135614,-0.3013808853992154,2
2.459151108584729,-1.0441662492635353,2
3.1028569853069494,-0.8279523622036037,2
3.837034641950153,-1.4047357697741267,2
4.215640275837794,-0.7621985789991802,2
1.9918456846848762,-1.9751548642382186,2
3.5895286010100858,-0.9325803906718125,2
3.5120929034615616,-0.8167894739181308,2
3.7917258635836535,-0.23141023409102024,2
2.6555608342200756,-1.5031829557404768,2
2.670674720795725,-0.6266499996987759,2
4.658205271849479,-1.0588036629437063,2
1.473555132464294,-1.8223957175662253,2
2.8919187856233903,-1.1346373324971288,2
3.2528696668334827,-0.7768513262114498,2
3.33501561880092,-0.17039623367395573,2
3.0253852901708367,-1.3173907756853258,2
4.007044207742393,-1.7213852419556717,2
